CTUID,Communities,Quadrant,total_weighted_CEI_Score,economic_opportunity_domain_score,accessibility_and_amenities_domain_score,population_health_domain_score,community_belonging_and_safety_domain_score,human_and_social_wellbeing_domain_score,climate_and_environment_domain_score,activity_limitation_relative_severity_perc,adult_litp,average_commute_time,average_transitscore,average_walkscore,children_perc,commute_transit_perc,commute_vehicle_perc,copd_agestd_perc,core_housing_owner_perc,core_housing_renter_perc,diabetes_agestd_perc,educ_no_cert_perc,first_generation_perc,flood_susceptibility,gender_income_ratio,income_inequality_ratio,indigenous_perc,land_surface_temp,lim_at_perc,mental_illness_agestd_perc,movers_1_year_ago,no_official_languages_perc,noise_pollution_score,park_area_perc,part_time_employment_perc,perceived_health_vg_excellent_perc,perceived_mental_vg_excellent_perc,person_crime_rate,physical_disorder_rate,population_in_poverty_perc,property_crime_rate,proximity_childcare,proximity_grocerystores,proximity_healthcare,proximity_library,proximity_neighbourhood_parks,proximity_pharmacies,proximity_primary_education,proximity_secondary_education,recent_immigration_perc,refugee_perc,regular_care_provider_yes_perc,renter_households_perc,second_generation_perc,seniors_65_perc,seniors_in_poverty_perc,seniors_living_alone_perc,sense_of_belonging_perc,single_parent_econ_dependency,single_parent_woman_perc,social_assistance_perc,social_disorder_rate,spatial_access_primary_secondary_education_transit,tree_canopy,tree_density,unemployment_rate_perc,voter_turnout_rate,working_poor_18to64_perc,youth_neet_perc
8250076.05,HUNTINGTON HILLS,NW,55.4,45.46,71.54,59.79,17.47,36.43,52.58,67.27,10.36,26.39,53.1,43.75,17.51,13.89,82.41,1.49,3.4,31.25,6.84,11.17,30.87,5.4,0.9,3.6,5.57,27.05,14.31,18.11,14.35,3.38,6.68,23.44,52.13,64.8,47.2,798.53,214.99,14.61,1750.61,0.16,0.01,0.04,0.01,0.29,0,0.22,0.02,9.04,8.46,77.3,43.56,19.13,16.28,4.81,15.24,66.7,60.8,19.25,7.09,3900.49,0.43,13.64,1025.31,17.61,43.38,10.43,19.74
8250076.06,BEDDINGTON HEIGHTS,NW,52.35,36.95,74.96,43.47,18.11,38.96,53.77,64.41,7.97,26.05,49.45,49,19.27,6.73,89.6,1.37,7.52,20.75,6.79,12.19,36.8,5.39,0.9,3.4,6.82,26.92,11.86,16.84,10.8,4,7.04,14.91,51.12,59.5,69.2,479.23,433.59,11.87,1939.75,0.3,0.05,0.05,0,0.39,0.01,0.06,0,9.52,7.53,93.8,32.05,20.02,14.94,5.19,18.66,62.4,46.4,18.6,4.21,3012.32,0.31,13.89,1107.45,12.47,41.54,7.98,11.22
8250076.09,BEDDINGTON HEIGHTS,NE,48.78,33.53,71.57,40.77,19.66,32.03,57.95,63.13,5.27,26.09,52.4,59.15,17.73,10.03,81.62,1.17,7.03,16.09,6.45,10.8,32.31,5.91,0.91,3.1,5.1,27.08,7.52,15.1,10.91,4.59,7.5,8.79,50.29,59.5,69.2,792.49,521.38,8.08,3336.81,0.17,0.12,0.04,0,0.4,0.03,0.05,0.03,3.4,4.59,93.8,25.86,20.51,15.12,5.67,13.38,62.4,48.4,16.73,2.44,5005.21,0.32,9.72,980.8,14.1,40.52,7.14,14.85
8250076.13,HIDDEN VALLEY,NW,40.02,25.49,78.95,31.57,9.84,26.21,54.78,61.69,3.11,25.09,38.4,40.35,17.17,4.55,91.26,0.91,5.63,13.04,6.1,5.27,36.42,6.91,0.81,3.5,1.36,25.27,5.89,13.93,12.16,2.72,6.76,27.73,45.4,78.9,69.4,323.83,310.88,6.35,1528.5,0.2,0.07,0.04,0,0.25,0.02,0.07,0.07,4.4,3.82,94.9,13.17,25.86,10.5,3.7,11.11,98.8,18.9,10.38,1.99,2202.07,0.23,4.82,881.9,12.8,42.93,4.81,13.72
8250076.14,SANDSTONE VALLEY,NW,44.28,27.58,77.92,32.11,7.28,32.59,57.37,61.95,4.81,24.74,40.45,43.55,14.27,8.76,87.11,0.74,6.07,10.29,6.51,12.9,43.87,6.98,0.82,3.6,2.59,26.69,8.17,14.48,9.04,6.97,7.31,10.23,49.15,78.9,69.4,206.33,292.3,6.05,1186.38,0.17,0.03,0.04,0,0.28,0,0.11,0,3.8,4.13,94.9,16.98,20.64,21.07,2.77,13.78,98.8,30.6,9.92,2.57,1117.61,0.25,9.95,975.43,13.73,47.4,5.62,11.97
8250076.15,BEDDINGTON HEIGHTS,NW,48.36,30.79,80.86,40.58,17.25,32.41,56.34,59.24,6.57,26.34,41.6,47.5,17.4,3.95,90.79,1.13,9.02,19.51,6.21,12.81,33.03,4.92,0.85,3.2,2.98,26.87,8.82,15.62,6.54,4.18,9.27,6.85,50.67,59.5,69.2,742.12,139.15,8.26,1530.61,0.25,0.01,0.04,0,0.3,0,0.01,0,5.28,7.66,93.8,25.45,18.81,15.08,0,21.05,62.4,36.9,16.67,3.03,2040.82,0.26,13.3,1135.43,12.39,41.83,6.48,8.93
8250076.19,PANORAMA HILLS,NW,45.12,28.39,79.22,39.79,14.88,31.34,53.73,64.14,3.84,25.66,46.1,40.7,13.73,4.29,91.85,0.68,4.49,15.79,6.71,5.87,47.99,4.5,0.8,3.8,0.89,24.95,6.03,12.76,5.86,5.43,5.4,21.16,54.57,56.1,77.6,301.75,150.88,5.95,935.43,0.22,0.02,0.07,0,0.35,0,0.06,0,4.02,4.22,85.6,10,29.81,17.04,0,7.34,74.6,46,7.54,0.9,573.33,0.2,6.82,805.14,15.12,38.46,5.59,9.91
8250076.2,COUNTRY HILLS,NW,47.07,28.13,76.75,55.31,15.91,32.57,58.77,63.44,4.96,26.7,47.1,53.75,16.35,8.85,83.85,0.75,5.93,23.08,6.47,8.39,43.23,5.32,0.9,3.4,1.92,25.26,7.56,14.88,10.87,5.27,8.86,12.59,47.59,38.4,54,351.16,297.14,6.97,1863.86,0.21,0.01,0.05,0,0.31,0,0.04,0,7.92,2.97,85.3,14.95,22.57,15.95,0,19.83,67.1,32.9,12.32,1.72,2512.16,0.34,5.18,724.18,12.5,43.59,5.29,10.96
8250076.23,COVENTRY HILLS,NE,43.29,21.04,74.14,39.67,16.41,28.52,59.57,60.46,4.09,25.92,35.85,47,23.22,6.33,90.5,0.87,7.08,0,6.76,8.43,36.62,6.56,0.81,2.9,2.74,27.12,6.26,13.85,6.75,3.68,4.99,8.67,43.7,65.9,59.3,410.46,151.22,5.7,820.91,0.36,0.01,0.04,0,0.23,0.05,0.22,0.1,6.46,5.4,95.9,14.69,21.27,5.62,0,9.62,70.4,31.5,11.07,1.36,1166.56,0.17,3.91,989.67,11.3,37.71,4.64,8.66
8250076.24,COVENTRY HILLS,NE,47.32,27.81,75.83,42.8,17.16,32.53,56.2,63.41,3.69,26.2,40.7,55.55,20.18,6.94,89.04,1.18,5.28,15.69,6.89,9.94,38.03,6.62,0.84,2.9,5.46,26.65,5.64,16.01,7.18,2.37,8.19,20.94,50.47,65.9,59.3,454.38,308.98,6.19,1708.47,0.31,0.03,0.04,0,0.19,0.05,0.17,0.02,6.55,6.91,95.9,15.15,21.57,7.64,0,20,70.4,35.9,12.18,2.17,2035.62,0.17,6.38,1192.57,15.57,37.29,6.19,14
8250076.25,"EVANSTON, SAGE HILL",NW,40.99,23.36,80.92,31.87,15.88,28.77,52.72,61.52,4.26,28.57,34.95,14.4,27.53,3.94,90.55,0.66,3.92,16.67,5.3,3.85,44.92,7.26,0.8,3.2,1.03,25.78,6.24,10.56,11.81,3.38,2.68,35.89,43.33,71,65.9,77.9,129.84,7.72,467.41,0.35,0.03,0.06,0,0.18,0.08,0.09,0.11,6.82,2.99,91.7,10.59,29.09,4.81,0,0,72.3,19.4,7.41,0.95,1142.56,0.06,2.28,956.76,9.84,38.29,5.71,12.99
8250076.26,EVANSTON,NW,40.34,19.06,79.45,35.66,16.36,32.14,59.99,56.44,4.03,28.45,33.4,34.35,27.33,5.26,89.68,1.29,4.12,10,5.13,5.47,46.52,6.7,0.77,3,1.22,27.58,4.91,12.74,13.24,2.39,5.67,13.22,42.78,71,65.9,231.73,95.42,4.38,708.83,0.43,0.08,0.05,0,0.22,0.1,0.02,0.02,8.97,3.5,91.7,11.63,28.28,7.7,0,21.92,72.3,25.9,8.61,0.96,1240.46,0.09,1.07,1184.21,8.8,38.29,5.11,5.88
8250076.27,EVANSTON,NW,43.84,23.12,82.96,38.34,14.72,28.23,59.37,56.12,2.47,27.44,39,41.85,26.88,2.43,92.1,0.88,2.69,18.92,7.21,9.34,39.45,6.27,0.8,3.1,3.31,26.51,5.92,13.3,10.34,2.9,5.98,17.75,47.5,71,65.9,185.4,23.17,5.75,486.67,0.35,0.01,0.05,0,0.14,0,0.08,0,5.75,4.52,91.7,14.66,24.31,5.21,0,0,72.3,32.1,9.36,1.45,1251.45,0.13,2.6,705.42,10.74,41.03,5.19,8.55
8250076.28,EVANSTON,NW,40.63,19.82,85.06,34.39,14.93,28.93,61.85,59.39,2.56,28.23,34.35,31.75,29.07,3.29,90.53,0.8,3.09,0,4.91,4.99,42.31,6.55,0.78,3,3.24,27.39,5.48,14.07,10.3,2.7,7.18,11.9,41.69,71,65.9,242.39,53.86,5.79,861.84,0.18,0.04,0.04,0,0.19,0.06,0,0,6.64,2.11,91.7,9.09,26.09,7.94,0,0,72.3,21,9.09,2.33,1535.15,0.13,1.3,910.5,8.67,41.06,4.55,18.87
8250076.29,CARRINGTON,NW,39.82,20.66,89.43,20.81,14.92,34.45,60.02,59.46,4.37,28.65,31.15,6.3,25.68,4.37,93.01,0.8,4.19,0,2.29,2.06,64.61,6.02,0.8,2.8,0,25.92,4.45,2.78,27.73,3.77,4.53,8.32,44.75,71,65.9,239.73,479.45,2.64,1472.6,0.1,0.01,0.03,0,0.1,0.08,0,0,22.54,5.48,91.7,8.65,23.94,4.11,0,0,72.3,18.8,8.43,0.78,1472.6,0.13,0.44,855.12,9.64,49.56,6.47,7.27
8250076.3,PANORAMA HILLS,NW,50.88,35.5,76.12,47.22,22.24,36.15,62.61,60.26,5.94,27,39.75,36.75,24.14,5.53,91.39,0.63,6.46,20.25,6.79,5.57,53.38,6.61,0.81,3.4,1.97,27.1,9.65,11.61,12.76,4.97,5.47,7.22,47.25,49.1,52.3,358.47,165.45,10.68,1392.53,0.5,0.12,0.06,0,0.26,0.06,0.04,0.01,9.91,5.24,91.1,34.32,25.39,7.79,11.67,16.53,45.4,34.2,14.07,3.03,1861.3,0.18,1.52,664.24,13.87,38.17,7.95,12.35
8250076.31,PANORAMA HILLS,NW,45.66,28.01,76.61,43.7,21.41,32.96,58.02,61.38,3.33,26.78,41.85,49.15,22.87,6.28,90.13,0.5,5.18,15.79,5.99,6.68,51.24,8.84,0.75,3.6,0.64,26.42,6.23,9.62,7.1,5.5,5.17,17.17,49.26,49.1,52.3,362,115.84,6.88,868.81,0.4,0.1,0.06,0,0.26,0.06,0.03,0,5.33,4.42,91.1,14.54,30.59,8.97,6.09,4.39,45.4,28.1,7.92,0.89,1534.9,0.17,2.5,1099.86,15.69,37.74,5.1,11.73
8250076.32,PANORAMA HILLS,NW,44.85,23.27,68.28,38.68,14.78,35.89,60.11,59.43,4.74,25.91,47,51.6,20.88,8.3,84.98,0.72,3.76,0,7.24,10.79,52.43,6.21,0.84,3.1,0.92,27.53,5.31,9.9,8.23,6.61,5.39,9.12,49,56.1,77.6,233.34,77.78,3.15,803.73,0.45,0.07,0.09,0,0.24,0.03,0.21,0.15,4.07,7.65,85.6,10.85,29.04,8.3,0,10.61,74.6,28.2,9.66,1.93,1348.2,0.27,3.6,1008.42,14.78,39.34,6.17,7.87
8250076.33,PANORAMA HILLS,NW,49.21,35.4,71.36,40.62,15.63,35.96,56.75,61.19,5.58,26.29,51.3,57.15,19.47,9.71,86.33,0.63,7.22,16.42,7.58,9.07,53.97,5.57,0.84,3.6,1.66,27.32,8.4,11.99,8.86,6.96,7.31,13.63,54.51,56.1,77.6,240.15,288.18,7.95,984.63,0.35,0.02,0.08,0,0.27,0.04,0.15,0.02,8.07,8.05,85.6,26.39,25.27,9.74,8.75,11.39,74.6,36.7,7.62,2.24,2113.35,0.32,4.03,1624.39,16.81,38.5,7.14,12.07
8250076.34,HARVEST HILLS,NE,47.9,27.54,74.26,58.49,15.86,31.89,60.04,66.01,5.95,25.86,48.75,69.9,15.72,5.42,88.09,1.32,5.94,0,6.78,11.33,39.6,7.94,0.93,3.1,2.55,27.14,6.66,15.38,11.65,4.96,8.84,2.14,44.73,38.4,54,278.4,473.27,3.96,2227.17,0.3,0.07,0.05,0.02,0.33,0,0.01,0.04,4.67,6.23,85.3,19.69,20.37,13.77,5.43,16.48,67.1,25.8,12.81,3.32,1948.78,0.31,8.64,1204.61,12.38,44.17,7.07,15.24
8250076.35,"AURORA BUSINESS PARK, HARVEST HILLS",NE,45.58,26.12,81.06,56.94,16.7,29.41,58.59,61.18,3.03,25.01,39.95,23.1,14.52,5.06,88.1,1.15,7.53,7.69,6.65,8.59,36.68,7.5,0.9,3.6,3.23,25.31,6.45,14.54,15.99,3.69,8.04,21.52,44.99,38.4,54,484.09,345.78,5.08,3181.19,0.21,0.04,0.03,0,0.2,0.02,0.05,0.07,3.34,4.73,85.3,12.38,24.22,14.63,4.84,19.35,67.1,26.4,10.16,1.86,2743.2,0.2,5.57,413.85,11.37,44.78,5.73,11.02
8250076.37,"COVENTRY HILLS, STONEY 4",NE,49.04,24.76,84.14,41.18,16.95,33.09,63.62,63.18,4.89,27.76,32.95,23.35,23.84,5.67,92.01,0.79,3.81,13.79,8.14,8.53,40.79,6.12,0.78,2.8,4.17,25.2,5.36,12.96,13.79,2.89,7.09,3.38,45.17,65.9,59.3,185.72,61.91,5.28,1217.5,0.29,0,0.03,0,0.18,0,0.07,0.02,7.83,7.02,95.9,19.8,25.53,5.16,0,6.25,70.4,29.4,11.54,2.75,1258.77,0.16,1.43,265.59,12.97,37.77,6.49,15.44
8250076.38,COVENTRY HILLS,NE,44.89,23.27,79,40.44,18.68,32.74,60.48,60.27,3.87,25.1,51.55,62.8,23.44,4.21,90.53,1.13,5.04,22.22,6.47,10.87,38.66,9,0.82,3.1,5.67,27.42,7.87,14.23,7.01,3.93,8.68,14.36,43.49,65.9,59.3,662.8,621.38,3.99,7746.48,0.31,0.04,0.07,0,0.12,0,0.03,0.02,4.62,5.81,95.9,18.24,23.53,6.22,0,10,70.4,26.7,12.03,1.46,3645.4,0.21,2.98,1272.26,10.11,37.81,6.02,6.15
8250076.39,COUNTRY HILLS VILLAGE,NE,47.77,34.17,69.9,43.15,21.9,38.19,56.02,66.5,3.41,26.88,55.1,78.25,9.32,11.32,82.39,1.26,9.76,19.51,6.87,7.09,44.21,13.12,0.82,3.2,3.72,26.04,11.55,16.15,15.66,3.83,5.62,33.98,48.33,65.9,59.3,1025.27,805.57,10.56,5968.51,0.22,0.08,0.07,0.05,0.22,0.11,0.06,0.05,8.9,3.36,95.9,34.88,21.9,36.38,7.19,33.09,70.4,28.1,15.91,3.21,5822.04,0.21,2.77,1032.83,12.24,35.34,8.11,12.12
8250077.01,BRENTWOOD,NW,35.39,28.92,70.82,22.21,11.95,24.51,53.9,63.41,4.05,22.02,51.8,76.6,16.91,5.56,81.25,1.25,2.65,17.24,4.9,1.56,29.47,5.94,0.72,4.4,2.95,27.05,9.51,16.66,18.42,1.86,7.84,19.54,51.42,85.3,86.1,782.54,741.35,9.68,7248.76,0.13,0.04,0.07,0.04,0.18,0.02,0.19,0.04,4.21,1.69,100,34.09,20.84,20,0,14.71,92.3,35.8,13.14,2.46,9596.38,0.41,14.84,943.42,11.58,51.93,7.14,9.52
8250077.02,DALHOUSIE,NW,47.48,41.87,63.53,54.25,16.53,32.42,54.88,66.19,8.63,25.81,63.3,70.8,16.32,18.48,71.85,1.01,7.87,18.91,5.9,7.18,41.18,5.98,0.89,4.5,4.07,26.67,14.8,15.42,14.3,2.71,11.71,10.46,56.01,55.3,40.9,667.03,468.72,16.11,6417.88,0.14,0.19,0.09,0,0.32,0.05,0.12,0.01,8.87,2.53,87.1,44.37,18.46,18.12,4.59,28.44,63.5,47.6,15.44,4.3,5264.11,0.48,16.62,1257.08,14.89,49.9,8.4,9.93
8250077.03,DALHOUSIE,NW,38.24,26.94,74.82,51.28,14.01,24.88,51.5,62.87,3.52,22.13,50.6,41,16.12,4.43,87.97,0.58,4.95,7.32,5.03,3.3,32.95,5.03,0.82,4.1,3.83,26.52,6.84,15.75,6.6,1.63,9.58,14.14,54.23,55.3,40.9,521.17,325.73,8.49,1824.1,0.12,0,0.05,0,0.4,0,0.12,0.06,4.33,2.12,87.1,18.26,20.97,21.99,2.74,15.75,63.5,27,7.73,1.82,2573.29,0.36,17.37,1439.94,10.45,49.89,6.57,5.88
8250077.04,RANCHLANDS,NW,48.98,39.1,74.42,58.87,15.18,32.86,56.27,63.24,8.04,27.36,46.45,61.55,19.27,8.59,87.53,1.52,7.02,19.51,5.88,7.04,30.31,5.24,0.92,3.5,6,27.2,13.48,18.88,10.69,1.38,15.8,15.99,50.09,55.3,40.9,550.42,432.47,11.12,1572.64,0.19,0.05,0.09,0,0.33,0.08,0.05,0,4.43,5.12,87.1,40.77,21.56,12,5.74,29.51,63.5,37.5,20.8,5.13,3164.93,0.28,15.09,1390.99,12.5,49.05,7.79,18.97
8250077.06,EDGEMONT,NW,36.85,27.18,80.21,26.33,9.96,29.19,46.4,60.32,4.78,27.1,34.9,41.25,16.39,6.73,87.89,0.69,4.72,26.53,5.03,1.34,44.53,5.48,0.72,4.7,3.2,25.15,7.78,14.85,8.52,2.97,5.44,42.72,48.28,70.1,83.2,427.76,166.35,7.13,1354.56,0.09,0.07,0.12,0,0.21,0.03,0.08,0,6.39,3.28,96.7,16.12,23.62,26.84,2.63,11.01,83.3,24.4,7.54,2.13,1021.86,0.25,14.91,828.03,11.46,48.97,5.26,6.58
8250077.13,HAWKWOOD,NW,36.31,18.56,78.78,35.66,11.71,23.4,53.24,63.72,2.32,27.22,39.45,37.6,15.81,7.73,88.66,0.72,1.39,0,4.99,6.06,37.94,5.86,0.75,3.6,2.12,26.34,5.73,15.87,6.43,1.96,6.96,18.83,50.83,66.9,71.2,361.66,452.08,3.79,994.58,0.21,0.03,0.06,0,0.3,0.05,0.07,0,3.34,1.51,90.5,6.81,22,18.83,0,6.98,74.5,20.5,6.83,1.81,1265.82,0.22,11.35,1181.84,13.71,48.94,3.57,6.25
8250077.14,HAWKWOOD,NW,38.9,24.98,76.62,36.31,11.45,23.89,57,61.23,4.04,27.37,40.65,54.15,15.03,6.57,85.92,0.55,3.14,14.81,5.94,4.06,38.42,5.21,0.73,3.3,2.81,27.27,6.18,15.3,8.77,2.28,7.1,8.61,50.79,66.9,71.2,214.71,134.19,6.83,1556.63,0.15,0.06,0.07,0,0.32,0.07,0.06,0.01,4.82,1.34,90.5,10.67,20.62,17.58,3.17,13.39,74.5,42.2,8.93,1.9,1422.44,0.24,10.67,1064.62,13.77,48.94,5.21,7.14
8250077.16,EDGEMONT,NW,37.43,25.28,82.4,36.17,13.53,27.36,46.79,62.32,4.02,26.62,33.55,33.15,14.48,5.74,88.18,0.47,5.16,29.03,5.27,2.4,53.99,5.48,0.68,4.6,1.14,25.33,7.73,12.58,6.2,4.07,6.27,26.77,45.63,68.3,62.4,48.79,162.63,6.59,910.72,0.1,0.05,0.09,0,0.24,0.01,0.06,0,4.64,2.36,88.9,7.58,23.78,21.07,2.7,8.11,67.4,19.1,6.81,1.5,975.77,0.19,14.28,1619.39,14.17,45.1,3.9,7.83
8250077.17,EDGEMONT,NW,43.64,33.3,78.74,29.45,12.94,32.17,52.16,61.87,7.37,26.35,38.95,49.85,18.08,9.52,86.45,0.81,4.96,15.48,5.37,4.9,48.46,5.5,0.81,4.4,3.27,26.53,10.9,14.44,9.28,3.5,7.27,20.34,57.85,73.7,75.1,279.89,219.91,7.93,3738.5,0.15,0.07,0.11,0,0.18,0,0.04,0.04,7.73,4.4,95.6,24.29,20.81,19.28,2.89,14.94,74.4,43.1,13.27,2.71,1979.21,0.26,13.68,1182.52,13.39,46.71,8.07,4.83
8250077.19,NOSE HILL PARK,NW,43.45,28.55,86.83,32.89,8.89,25.38,43.3,61.89,4.36,25.86,29.4,12.35,16.14,4.29,92.08,0.94,3.67,8.51,5.38,6.27,29.68,6.04,0.83,3.7,1.78,24.5,7.86,17.17,9.78,2.12,5.5,86.51,51.2,78.9,69.4,487.49,381.52,4.39,1738.02,0.13,0.02,0.04,0,0.22,0,0.02,0,2.82,4.99,94.9,13.64,21.94,17.52,0,13.95,98.8,36.9,11.72,3.99,2119.54,0.23,8.5,159.82,13.21,45.64,5.53,22.43
8250077.2,HIDDEN VALLEY,NW,40.69,24.34,84.09,32.33,7.99,24.42,60.11,59.6,3.66,26.71,39.45,27.85,18.31,4.47,93.3,0.95,4.38,23.68,5.91,5.34,31.69,6.02,0.8,3.2,3.68,26.06,4.55,15.17,7.62,2.32,7.75,4.65,50,78.9,69.4,213.1,290.59,6.1,1220.46,0.19,0,0.03,0,0.22,0,0.03,0,2.81,3.2,94.9,12.09,23.84,9.11,0,9.57,98.8,24.6,10.47,2.26,1433.55,0.26,4.98,918.89,10.53,45.11,4.69,8.33
8250077.21,ARBOUR LAKE,NW,41.83,29.63,75.57,38.25,19.95,26.92,65.32,59.17,5.56,27.62,51.5,50.8,13.43,11.85,80.35,1.39,8.99,15.38,6.25,3.62,39.38,6.93,0.84,3.8,2.91,27.21,9.02,15.76,11.07,2.12,9.6,6.05,47.18,69.6,74,901.56,680.77,7.89,6200.55,0.11,0.08,0.07,0,0.15,0.01,0.08,0.12,4.04,1.88,91.2,18.81,20.58,22.72,2.67,30.36,66.2,35.4,11.67,2.31,11278.75,0.25,2.92,470.83,11.55,42.44,6.17,7.8
8250077.22,ARBOUR LAKE,NW,35.77,20.52,77.67,33.26,15.58,23.85,56.3,63.23,2.39,25.37,39.8,50.65,14.44,4.19,87.1,0.57,2.01,0,5.64,3.47,38.48,6.24,0.75,3.8,1.1,26.44,4.79,14.81,8.01,2.79,6.17,14.5,48.36,69.6,74,239.09,338.71,3.89,1315,0.14,0.01,0.08,0.07,0.22,0,0.08,0.11,3.59,2.19,91.2,8.98,22.83,17.93,2.22,12.29,66.2,28.8,7.95,1.86,1255.23,0.24,7.72,1015.43,13.49,42.74,4.53,5
8250077.23,"02F, CITADEL",NW,42.64,28.71,80.53,45.81,15.94,26.51,58.01,59.73,3.99,27.78,34.35,41.75,20.02,8.94,86.71,0.8,6.4,21.57,5.96,3.78,43.62,5.82,0.83,3.2,1.14,26.05,6.53,16.48,9.83,1.68,8.57,25.41,46.95,65.7,65.6,335.22,211.71,7.56,811.57,0.17,0.03,0.04,0,0.23,0,0.06,0.05,8.09,3.97,80.4,13.85,21.28,7.94,9.52,20.24,61.6,24.6,11.86,2,1411.43,0.18,4.18,652.15,12.91,44.89,4.91,10.37
8250077.24,CITADEL,NW,38.89,23.84,77.48,37.58,14.7,24.04,57.31,64.68,4.77,25.19,39.25,49.25,15.45,5.67,91.33,0.82,2.26,18.75,6.09,4.62,42.35,5.99,0.81,3.6,1.55,26.19,6.62,15.11,10.17,1.55,7.33,2.24,46.46,52.6,76.9,242.93,110.42,5.76,772.97,0.2,0.02,0.06,0,0.32,0.05,0.1,0.02,2.77,3.86,94.8,10.93,21.84,13.47,3.94,13.39,61.6,21.9,8.78,2.23,1590.11,0.2,9.09,1222.42,13.87,47.6,4.91,3.62
8250077.25,01K,NW,38.21,29.07,80.83,26.94,13.86,25.79,58.07,62.2,2.79,26.55,15.2,13.15,20.54,8.36,85.38,0.57,8.61,18.82,4.93,2.85,39.74,6.8,0.72,4.3,2.55,23.24,8.6,14.4,10.46,2.64,5.83,5.83,44.18,81.6,77.9,373.45,135.8,8.43,2240.71,0.19,0.1,0.07,0,0.24,0.08,0.04,0.07,5.37,1.96,90.4,21.02,22.47,10.44,9.76,18.7,74.7,23.1,7.95,1.61,2631.13,0.2,7.61,180.08,9.31,44.52,5.48,11.97
8250077.26,ROYAL OAK,NW,38.49,22.31,77.98,30.19,15.39,25.15,55.21,61.09,3.32,28.95,46.55,47.9,19.37,7.65,85.52,0.46,5.63,7.89,5.22,3.12,44.35,5.58,0.73,3.8,1.4,25.22,6.92,12.9,7.94,2.37,5.74,13.61,46.52,64.3,75.1,280.46,175.28,6.92,1086.77,0.21,0.07,0.08,0,0.29,0,0.02,0.06,5.08,3.77,94.3,10.78,21.91,11.48,0,11.45,66.1,20.1,9.06,1.51,1419.81,0.2,7.03,958.96,11.55,42.89,5.59,8.72
8250077.27,ROCKY RIDGE,NW,38.57,27.04,78.46,32.43,15.99,25.09,54.25,64.89,3.57,28.05,41.2,48.45,12.04,6.43,84.74,0.77,6.77,13.58,4.59,2.07,40.51,4.41,0.74,4,2.17,26.07,8.35,15.73,13.96,1.65,5.23,18.74,50.11,64.3,75.1,91.79,252.41,5.61,1193.21,0.17,0.09,0.07,0,0.28,0.06,0,0.01,6.11,2.42,94.3,24.13,19.11,22.13,3.33,23.84,66.1,22.1,9.17,1.33,1491.51,0.21,7.91,951.25,15.74,43.06,4.48,9.57
8250077.28,ROCKY RIDGE,NW,32.76,16.08,84.93,29.45,14.48,22.37,51.59,58.06,2.11,28.83,32.8,42.15,22.17,5.64,87.22,0.48,2.98,12.5,4.52,1.48,38.1,6.33,0.63,3.9,1.41,25.15,4.68,13.5,9.56,1.72,4.6,27.59,40.47,64.3,75.1,172.37,123.12,4.45,911.11,0.11,0.03,0.07,0,0.15,0.03,0,0.01,5.86,1.97,94.3,10.31,23.33,9.24,0,8.7,66.1,12.4,7.36,0.8,615.61,0.18,11.2,658.33,11.85,44.86,3.83,1.82
8250077.3,KINCORA,NW,39.49,24.6,81.02,27.66,13.92,31.25,57.37,63.44,3.58,27.48,39.55,43.5,23.79,3.06,91.07,0.64,4.5,16,5.98,4.8,45.65,6.32,0.69,3.4,2.66,25.86,6,12.54,8.05,2.09,7.54,26.1,42.71,81.6,77.9,122.91,87.8,5.68,842.84,0.26,0.08,0.03,0,0.19,0.11,0,0,4.4,4.64,90.4,14.58,28.32,10.62,9.41,15.12,74.7,22.5,7.84,1.15,1457.42,0.13,2.89,767.18,12.28,41.12,5.17,10.48
8250077.31,HAMPTONS,NW,37.2,22.47,84.32,30.89,13.3,25.82,52.33,62.59,2.58,27.91,36.65,33.65,11.01,5.2,91.33,0.6,5.85,0,5.6,2.64,49.61,5.32,0.73,4.4,0.47,24.31,6.26,11.54,7.72,5.65,4.81,10.63,49.35,70.7,73.3,244.5,183.37,4.71,733.5,0.05,0,0.07,0,0.25,0,0.07,0,2.36,1.38,90.7,5.45,24.65,23.85,4.83,6.25,75.2,16.6,5.66,0.55,764.06,0.16,10.36,1039.2,13.62,42.97,4.14,6.9
8250077.32,HAMPTONS,NW,40.1,23.73,82.16,31.14,13.1,30.93,58.78,62.75,2.68,26.28,38.15,31.45,11.67,3.32,88.8,0.44,3.33,13.64,6.02,5.09,60.58,4.75,0.67,4.2,0,24.98,6.76,11.65,9.21,6.88,6.89,2.92,49.75,70.7,73.3,73.71,122.85,5.89,737.1,0.08,0.2,0.08,0,0.13,0.09,0.01,0,2.52,4.79,90.7,9.26,25.6,21.25,2.17,8.15,75.2,28.6,6.3,0.72,614.25,0.15,8.08,526.87,13.65,43,4.79,8.85
8250077.33,GLACIER RIDGE,NW,43.98,29.56,83.15,27.75,20.49,28.78,61.23,63.62,3.45,27.56,15.7,9.85,13.73,11.17,83.01,0.87,4.76,23.64,5.49,5.52,56.52,6.67,0.8,4,1.39,23.63,8.74,12.62,11.07,3.64,3.77,1.65,47.44,81.6,77.9,2716.61,371.75,9.91,4804.12,0.17,0.14,0.04,0.01,0.17,0.04,0.03,0.05,9.74,2.55,90.4,29.89,23.48,7.01,0,12.5,74.7,32.4,9.93,0.93,4947.1,0.14,2.53,33.25,12.01,40.79,6.43,11.24
